"id","sked_id","week_name","week_short","week_id","game_num","game_date","date_tbd","time_tbd","game_status","away_team","away_initial","away_score1","away_score2","away_score3","away_score4","away_scoreOT","away_id","home_team","home_initial","home_score1","home_score2","home_score3","home_score4","home_scoreOT","home_id","attendance","sold_out","is_visible","culture","temp","desc","icon"
22287,12805,"Week 18","18",22,"NULL","2014-10-25 19:00:00",0,0,"Final","BC","bc","7","6","0","15","NULL",1,"Winnipeg","wpg","4","10","3","6","NULL",5,"24223",0,1,"en","10.1111111111111","Clear","clear-night"
22289,12807,"Week 19","19",23,"NULL","2014-10-31 19:30:00",0,0,"Final","Hamilton","ham","0","14","10","10","NULL",6,"Ottawa","ott","8","7","7","3","NULL",65,"24101",0,1,"en","4.61111111111111","Clear","clear-night"
22291,12809,"Week 19","19",23,"NULL","2014-11-01 16:00:00",0,0,"Final","Winnipeg","wpg","3","0","6","9","NULL",5,"Calgary","cgy","7","3","1","2","NULL",2,"27076",0,1,"en","0.0944444444444454","Light Rain","rain"
22293,12811,"Week 19","19",23,"NULL","2014-11-01 19:00:00",0,0,"Final","BC","bc","3","0","0","0","NULL",1,"Edmonton","edm","10","10","10","7","NULL",3,"26388",0,1,"en","4.20555555555556","Clear","clear-night"
22295,12813,"Week 19","19",23,"NULL","2014-11-02 12:00:00",0,0,"Final","Toronto","tor","3","8","3","0","NULL",7,"Montreal","mtl","0","7","0","10","NULL",9,"22013",0,1,"en","6.11111111111111","Clear","clear-day"
22297,12815,"Week 20","20",24,"NULL","2014-11-07 19:00:00",0,0,"Final","Ottawa","ott","0","0","2","3","NULL",65,"Toronto","tor","14","6","0","3","NULL",7,"19687",0,1,"en","1.73333333333333","Mostly Cloudy","partly-cloudy-night"
22299,12817,"Week 20","20",24,"NULL","2014-11-07 22:00:00",0,0,"Final","Calgary","cgy","3","21","3","6","NULL",2,"BC","bc","3","10","3","0","NULL",1,"33752",0,1,"en","-1.38333333333333","Clear","clear-night"
22301,12819,"Week 20","20",24,"NULL","2014-11-08 16:00:00",0,0,"Final","Montreal","mtl","0","6","0","9","NULL",9,"Hamilton","ham","4","7","3","15","NULL",6,"24186",1,1,"en","5.75","Clear","clear-day"
22303,12821,"Week 20","20",24,"NULL","2014-11-08 19:00:00",0,0,"Final","Edmonton","edm","1","3","3","10","NULL",3,"Saskatchewan","ssk","0","16","8","0","NULL",4,"20139",0,1,"en","-8.73333333333333","Clear","clear-night"
22305,12823,"CFL Playoffs Semi-Finals","P1",30,"NULL","2014-11-16 13:00:00",0,0,"Final","BC","bc","0","3","0","14","NULL",1,"Montreal","mtl","1","14","21","14","NULL",9,"15107",0,1,"en","2.67222222222222","Mostly Cloudy","partly-cloudy-day"
22307,12825,"CFL Playoffs Finals","P2",31,"NULL","2014-11-23 16:30:00",0,0,"Final","Edmonton","edm","1","3","14","0","NULL",3,"Calgary","cgy","7","22","7","7","NULL",2,"31004",0,1,"en","2.47777777777778","Clear","clear-day"
22309,12827,"Grey Cup Championship","GC",32,"NULL","2014-11-30 18:00:00",0,0,"Final","Hamilton","ham","0","7","0","9","NULL",6,"Calgary","cgy","7","10","3","0","NULL",2,"52056",0,1,"en","-21.4944444444444","Clear","clear-night"
22479,12829,"CFL Playoffs Semi-Finals","P1",30,"NULL","2014-11-16 16:30:00",0,0,"Final","Saskatchewan","ssk","0","7","3","0","NULL",4,"Edmonton","edm","6","11","1","0","NULL",3,"26237",0,1,"en","-11.7611111111111","Mostly Cloudy","partly-cloudy-night"
22481,12831,"CFL Playoffs Finals","P2",31,"NULL","2014-11-23 13:00:00",0,0,"Final","Montreal","mtl","7","7","3","7","NULL",9,"Hamilton","ham","3","17","7","13","NULL",6,"24334",1,1,"en","8.78333333333333","Overcast","cloudy"
22487,12833,"Pre-Season A","A",1,"NULL","2015-06-08 19:30:00",0,0,"Final","Ottawa","ott","0","0","0","10","NULL",65,"Hamilton","ham","7","13","14","3","NULL",6,"NULL",0,1,"en","20.6722222222222","Mostly Cloudy","partly-cloudy-day"
22489,12835,"Pre-Season B","B",2,"NULL","2015-06-09 19:30:00",0,0,"Final","Winnipeg","wpg","3","10","14","7","NULL",5,"Toronto","tor","6","0","8","13","NULL",7,"5000",0,1,"en","19.1666666666667","Partly Cloudy","partly-cloudy-day"
22491,12837,"Pre-Season B","B",2,"NULL","2015-06-12 21:30:00",0,0,"Final","BC","bc","3","3","0","0","NULL",1,"Calgary","cgy","3","3","6","8","NULL",2,"28557",0,1,"en","6.4","Clear","clear-day"
22493,12839,"Pre-Season B","B",2,"NULL","2015-06-13 22:00:00",0,0,"Final","Saskatchewan","ssk","0","11","13","0","NULL",4,"Edmonton","edm","0","14","3","14","NULL",3,"11825",0,1,"en","10.9444444444444","Partly Cloudy","partly-cloudy-night"
22495,12841,"Pre-Season B","B",2,"NULL","2015-06-13 19:30:00",0,0,"Final","Montreal","mtl","1","11","7","7","NULL",9,"Ottawa","ott","0","3","0","6","NULL",65,"4778",0,1,"en","23.2055555555556","Clear","clear-day"
22497,12843,"Pre-Season C","C",3,"NULL","2015-06-18 19:30:00",0,0,"Final","Toronto","tor","3","19","8","0","NULL",7,"Montreal","mtl","7","0","0","3","NULL",9,"16325",0,1,"en","24.2777777777778","Partly Cloudy","partly-cloudy-day"
22499,12845,"Pre-Season C","C",3,"NULL","2015-06-19 20:30:00",0,0,"Final","Hamilton","ham","10","10","3","3","NULL",6,"Winnipeg","wpg","7","0","0","8","NULL",5,"24344",0,1,"en","14.9888888888889","Clear","clear-day"
